2.046971716419162244e-16,1.806446255483360993e-16,1.241551115583301528e-16,6.645543894960402728e-17,2.770275020735005206e-17,8.993766055444109091e-18,2.273980094888142587e-18,4.477732348975379987e-19,6.866824991707327431e-20,8.201253435393185502e-21,7.628353615940374595e-22,5.525960543653600868e-23,3.117533726792293668e-24,1.369748740060851993e-25,4.687022460974485926e-27,1.249049226517081771e-28,2.592318820342967431e-30,4.190093106797024247e-32,5.274548762960185738e-34,5.170985945689300422e-36,3.948096485843048940e-38,2.347623343252652535e-40,1.087407608316058047e-42,4.203895392974451213e-45,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.203895392974451213e-45,1.087407608316058047e-42,2.347623343252652535e-40,3.948096485843048940e-38,5.170985945689300422e-36,5.274548762960185738e-34,4.190093106797024247e-32,2.592318820342967431e-30,1.249049226517081771e-28,4.687022460974485926e-27,1.369748740060851993e-25,3.117533726792293668e-24,5.525960543653600868e-23,7.628353615940374595e-22,8.201253435393185502e-21,6.866824991707327431e-20,4.477732348975379987e-19,2.273980094888142587e-18,8.993766055444109091e-18,2.770275020735005206e-17,6.645543894960402728e-17,1.241551115583301528e-16,1.806446255483360993e-16
1.266416577725207326e-14,1.117608728408740412e-14,7.681204779760690549e-15,4.111452609709695741e-15,1.713908382451861511e-15,5.564246251390592493e-16,1.406861771338595020e-16,2.770275020735005206e-17,4.248354131138659722e-18,5.073935700170045825e-19,4.719495140792638325e-20,3.418790786057081837e-21,1.928749893353738456e-22,8.474335118893098436e-24,2.899758024283812875e-25,7.727593605139567588e-27,1.603810938951179204e-28,2.592318820342967431e-30,3.263247843394710454e-32,3.199175604441271971e-34,2.442600707513087991e-36,1.452423437497243697e-38,6.726092498912689459e-41,2.424246343281933533e-43,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.424246343281933533e-43,6.726092498912689459e-41,1.452423437497243697e-38,2.442600707513087991e-36,3.199175604441271971e-34,3.263247843394710454e-32,2.592318820342967431e-30,1.603810938951179204e-28,7.727593605139567588e-27,2.899758024283812875e-25,8.474335118893098436e-24,1.928749893353738456e-22,3.418790786057081837e-21,4.719495140792638325e-20,5.073935700170045825e-19,4.248354131138659722e-18,2.770275020735005206e-17,1.406861771338595020e-16,5.564246251390592493e-16,1.713908382451861511e-15,4.111452609709695741e-15,7.681204779760690549e-15,1.117608728408740412e-14
6.101936447441835831e-13,5.384939998250015680e-13,3.701011665104697590e-13,1.981008808599540871e-13,8.258073180356442777e-14,2.681003951287251608e-14,6.778639505451451025e-15,1.334793270040663359e-15,2.046971716419162244e-16,2.444759101052320011e-17,2.273980094888142587e-18,1.647265695660969621e-19,9.293236857126885053e-21,4.083163482956661751e-22,1.397181683723513451e-23,3.723363075480119738e-25,7.727593605139567588e-27,1.249049226517081771e-28,1.572320837077961496e-30,1.541449105183488202e-32,1.176910913350524522e-34,6.998168384538241649e-37,3.240794168831719038e-39,1.168823049093329919e-41,3.222986467947079263e-44,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.222986467947079263e-44,1.168823049093329919e-41,3.240794168831719038e-39,6.998168384538241649e-37,1.176910913350524522e-34,1.541449105183488202e-32,1.572320837077961496e-30,1.249049226517081771e-28,7.727593605139567588e-27,3.723363075480119738e-25,1.397181683723513451e-23,4.083163482956661751e-22,9.293236857126885053e-21,1.647265695660969621e-19,2.273980094888142587e-18,2.444759101052320011e-17,2.046971716419162244e-16,1.334793270040663359e-15,6.778639505451451025e-15,2.681003951287251608e-14,8.258073180356442777e-14,1.981008808599540871e-13,3.701011665104697590e-13,5.384939998250015680e-13
2.289734894744821503e-11,2.020683967374203860e-11,1.388794374640456297e-11,7.433680407342713181e-12,3.098819161342913908e-12,1.006039327365593206e-12,2.543665690406260449e-13,5.008774495965546969e-14,7.681204779760690549e-15,9.173890920400186270e-16,8.533047630075754034e-17,6.181318885539312876e-18,3.487261630613439038e-19,1.532195857478636350e-20,5.242885696424092992e-22,1.397181683723513451e-23,2.899758024283812875e-25,4.687022460974485926e-27,5.900090597602050383e-29,5.784245177938683233e-31,4.416325663883610792e-33,2.626043187285896038e-35,1.216099271955580575e-37,4.385938076474888198e-40,1.231741350141514205e-42,2.802596928649634142e-45,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.802596928649634142e-45,1.231741350141514205e-42,4.385938076474888198e-40,1.216099271955580575e-37,2.626043187285896038e-35,4.416325663883610792e-33,5.784245177938683233e-31,5.900090597602050383e-29,4.687022460974485926e-27,2.899758024283812875e-25,1.397181683723513451e-23,5.242885696424092992e-22,1.532195857478636350e-20,3.487261630613439038e-19,6.181318885539312876e-18,8.533047630075754034e-17,9.173890920400186270e-16,7.681204779760690549e-15,5.008774495965546969e-14,2.543665690406260449e-13,1.006039327365593206e-12,3.098819161342913908e-12,7.433680407342713181e-12,1.388794374640456297e-11,2.020683967374203860e-11
6.691586174056851632e-10,5.905304023556823267e-10,4.058652025573650235e-10,2.172439866887643234e-10,9.056076721858374867e-11,2.940077695190446150e-11,7.433680407342713181e-12,1.463778534147031074e-12,2.244777036778874968e-13,2.681003951287251608e-14,2.493721959682363050e-15,1.806446255483360993e-16,1.019127211951467704e-17,4.477732348975379987e-19,1.532195857478636350e-20,4.083163482956661751e-22,8.474335118893098436e-24,1.369748740060851993e-25,1.724259271748637470e-27,1.690404209906198149e-29,1.290639547308779434e-31,7.674423335919582636e-34,3.553963031030107058e-36,1.281759297527124226e-38,3.600216014543320019e-41,7.847271400218975597e-44,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.847271400218975597e-44,3.600216014543320019e-41,1.281759297527124226e-38,3.553963031030107058e-36,7.674423335919582636e-34,1.290639547308779434e-31,1.690404209906198149e-29,1.724259271748637470e-27,1.369748740060851993e-25,8.474335118893098436e-24,4.083163482956661751e-22,1.532195857478636350e-20,4.477732348975379987e-19,1.019127211951467704e-17,1.806446255483360993e-16,2.493721959682363050e-15,2.681003951287251608e-14,2.244777036778874968e-13,1.463778534147031074e-12,7.433680407342713181e-12,2.940077695190446150e-11,9.056076721858374867e-11,2.172439866887643234e-10,4.058652025573650235e-10,5.905304023556823267e-10
1.522997905567535781e-08,1.344040967410364829e-08,9.237449916099649272e-09,4.944450626709340213e-09,2.061153692167749796e-09,6.691586174056851632e-10,1.691897871802794384e-10,3.331544415341447518e-11,5.109088933169525504e-12,6.101936447441835831e-13,5.675685209359862538e-14,4.111452609709695741e-15,2.319522698997260541e-16,1.019127211951467704e-17,3.487261630613439038e-19,9.293236857126885053e-21,1.928749893353738456e-22,3.117533726792293668e-24,3.924395957158334844e-26,3.847342379348668396e-28,2.937482141800905751e-30,1.746690712710647307e-32,8.088782683902664835e-35,2.917270675075314076e-37,8.194008692231508333e-40,1.792260735871441034e-42,2.802596928649634142e-45,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.802596928649634142e-45,1.792260735871441034e-42,8.194008692231508333e-40,2.917270675075314076e-37,8.088782683902664835e-35,1.746690712710647307e-32,2.937482141800905751e-30,3.847342379348668396e-28,3.924395957158334844e-26,3.117533726792293668e-24,1.928749893353738456e-22,9.293236857126885053e-21,3.487261630613439038e-19,1.019127211951467704e-17,2.319522698997260541e-16,4.111452609709695741e-15,5.675685209359862538e-14,6.101936447441835831e-13,5.109088933169525504e-12,3.331544415341447518e-11,1.691897871802794384e-10,6.691586174056851632e-10,2.061153692167749796e-09,4.944450626709340213e-09,9.237449916099649272e-09,1.344040967410364829e-08
2.699578374176780926e-07,2.382369643783022184e-07,1.637377096130876453e-07,8.764248349280023831e-08,3.653482139043262578e-08,1.186112008610962221e-08,2.998960857425458926e-09,5.905304023556823267e-10,9.056076721858374867e-11,1.081594189211720902e-11,1.006039327365593206e-12,7.287724433256356771e-14,4.111452609709695741e-15,1.806446255483360993e-16,6.181318885539312876e-18,1.647265695660969621e-19,3.418790786057081837e-21,5.525960543653600868e-23,6.956158205906580390e-25,6.819577725375250765e-27,5.206811789961654230e-29,3.096083319077127216e-31,1.433771030849083464e-33,5.170985945689300422e-36,1.452423437497243697e-38,3.177164008163657745e-41,5.465064010866786577e-44,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.465064010866786577e-44,3.177164008163657745e-41,1.452423437497243697e-38,5.170985945689300422e-36,1.433771030849083464e-33,3.096083319077127216e-31,5.206811789961654230e-29,6.819577725375250765e-27,6.956158205906580390e-25,5.525960543653600868e-23,3.418790786057081837e-21,1.647265695660969621e-19,6.181318885539312876e-18,1.806446255483360993e-16,4.111452609709695741e-15,7.287724433256356771e-14,1.006039327365593206e-12,1.081594189211720902e-11,9.056076721858374867e-11,5.905304023556823267e-10,2.998960857425458926e-09,1.186112008610962221e-08,3.653482139043262578e-08,8.764248349280023831e-08,1.637377096130876453e-07,2.382369643783022184e-07
3.726653176272520795e-06,3.288759899078286253e-06,2.260329438286134973e-06,1.209867150464560837e-06,5.043476676291902550e-07,1.637377096130876453e-07,4.139937814784389047e-08,8.152020392060421727e-09,1.250152870113652170e-09,1.493094675675266103e-10,1.388794374640456297e-11,1.006039327365593206e-12,5.675685209359862538e-14,2.493721959682363050e-15,8.533047630075754034e-17,2.273980094888142587e-18,4.719495140792638325e-20,7.628353615940374595e-22,9.602679948093257008e-24,9.414136004117709860e-26,7.187781923264560703e-28,4.274011319363809122e-30,1.979259919032135246e-32,7.138325476697024917e-35,2.005008783426040557e-37,4.385938076474888198e-40,7.468920814851274988e-43,1.401298464324817071e-45,0.000000000000000000e+00,0.000000000000000000e+00,1.401298464324817071e-45,7.468920814851274988e-43,4.385938076474888198e-40,2.005008783426040557e-37,7.138325476697024917e-35,1.979259919032135246e-32,4.274011319363809122e-30,7.187781923264560703e-28,9.414136004117709860e-26,9.602679948093257008e-24,7.628353615940374595e-22,4.719495140792638325e-20,2.273980094888142587e-18,8.533047630075754034e-17,2.493721959682363050e-15,5.675685209359862538e-14,1.006039327365593206e-12,1.388794374640456297e-11,1.493094675675266103e-10,1.250152870113652170e-09,8.152020392060421727e-09,4.139937814784389047e-08,1.637377096130876453e-07,5.043476676291902550e-07,1.209867150464560837e-06,2.260329438286134973e-06,3.288759899078286253e-06
4.006529707112349570e-05,3.535750147420912981e-05,2.430083077342715114e-05,1.300729763897834346e-05,5.422248250397387892e-06,1.760346322043915279e-06,4.450852486570511246e-07,8.764248349280023831e-08,1.344040967410364829e-08,1.605228061585250998e-09,1.493094675675266103e-10,1.081594189211720902e-11,6.101936447441835831e-13,2.681003951287251608e-14,9.173890920400186270e-16,2.444759101052320011e-17,5.073935700170045825e-19,8.201253435393185502e-21,1.032385422106359034e-22,1.012115049501026220e-24,7.727593605139567588e-27,4.594995004143977185e-29,2.127904794338742279e-31,7.674423335919582636e-34,2.155587518356443551e-36,4.715328694797544024e-39,8.033644095974176268e-42,1.121038771459853657e-44,0.000000000000000000e+00,0.000000000000000000e+00,1.121038771459853657e-44,8.033644095974176268e-42,4.715328694797544024e-39,2.155587518356443551e-36,7.674423335919582636e-34,2.127904794338742279e-31,4.594995004143977185e-29,7.727593605139567588e-27,1.012115049501026220e-24,1.032385422106359034e-22,8.201253435393185502e-21,5.073935700170045825e-19,2.444759101052320011e-17,9.173890920400186270e-16,2.681003951287251608e-14,6.101936447441835831e-13,1.081594189211720902e-11,1.493094675675266103e-10,1.605228061585250998e-09,1.344040967410364829e-08,8.764248349280023831e-08,4.450852486570511246e-07,1.760346322043915279e-06,5.422248250397387892e-06,1.300729763897834346e-05,2.430083077342715114e-05,3.535750147420912981e-05
3.354626242071390152e-04,2.960447163786739111e-04,2.034683711826801300e-04,1.089087672880850732e-04,4.539993096841499209e-05,1.473919928685063496e-05,3.726653176272520795e-06,7.338215368690725882e-07,1.125351758446413442e-07,1.344040967410364829e-08,1.250152870113652170e-09,9.056076721858374867e-11,5.109088933169525504e-12,2.244777036778874968e-13,7.681204779760690549e-15,2.046971716419162244e-16,4.248354131138659722e-18,6.866824991707327431e-20,8.644057596018312860e-22,8.474335118893098436e-24,6.470234679432410012e-26,3.847342379348668396e-28,1.781672901496132467e-30,6.425715707179229058e-33,1.804851328584840599e-35,3.948096485843048940e-38,6.726092498912689459e-41,8.968310171678829254e-44,0.000000000000000000e+00,0.000000000000000000e+00,8.968310171678829254e-44,6.726092498912689459e-41,3.948096485843048940e-38,1.804851328584840599e-35,6.425715707179229058e-33,1.781672901496132467e-30,3.847342379348668396e-28,6.470234679432410012e-26,8.474335118893098436e-24,8.644057596018312860e-22,6.866824991707327431e-20,4.248354131138659722e-18,2.046971716419162244e-16,7.681204779760690549e-15,2.244777036778874968e-13,5.109088933169525504e-12,9.056076721858374867e-11,1.250152870113652170e-09,1.344040967410364829e-08,1.125351758446413442e-07,7.338215368690725882e-07,3.726653176272520795e-06,1.473919928685063496e-05,4.539993096841499209e-05,1.089087672880850732e-04,2.034683711826801300e-04,2.960447163786739111e-04
2.187491161748766899e-03,1.930454163812100887e-03,1.326780417002737522e-03,7.101743831299245358e-04,2.960447163786739111e-04,9.611165296519175172e-05,2.430083077342715114e-05,4.785117198480293155e-06,7.338215368690725882e-07,8.764248349280023831e-08,8.152020392060421727e-09,5.905304023556823267e-10,3.331544415341447518e-11,1.463778534147031074e-12,5.008774495965546969e-14,1.334793270040663359e-15,2.770275020735005206e-17,4.477732348975379987e-19,5.636633260547941652e-21,5.525960543653600868e-23,4.219122957885297489e-25,2.508782404955905904e-27,1.161796700714302461e-29,4.190093106797024247e-32,1.176910913350524522e-34,2.574482130031371529e-37,4.385938076474888198e-40,5.815388626947990844e-43,0.000000000000000000e+00,0.000000000000000000e+00,5.815388626947990844e-43,4.385938076474888198e-40,2.574482130031371529e-37,1.176910913350524522e-34,4.190093106797024247e-32,1.161796700714302461e-29,2.508782404955905904e-27,4.219122957885297489e-25,5.525960543653600868e-23,5.636633260547941652e-21,4.477732348975379987e-19,2.770275020735005206e-17,1.334793270040663359e-15,5.008774495965546969e-14,1.463778534147031074e-12,3.331544415341447518e-11,5.905304023556823267e-10,8.152020392060421727e-09,8.764248349280023831e-08,7.338215368690725882e-07,4.785117198480293155e-06,2.430083077342715114e-05,9.611165296519175172e-05,2.960447163786739111e-04,7.101743831299245358e-04,1.326780417002737522e-03,1.930454163812100887e-03
1.110899634659290314e-02,9.803654626011848450e-03,6.737946998327970505e-03,3.606563201174139977e-03,1.503439154475927353e-03,4.880952474195510149e-04,1.234098017448559403e-04,2.430083077342715114e-05,3.726653176272520795e-06,4.450852486570511246e-07,4.139937814784389047e-08,2.998960857425458926e-09,1.691897871802794384e-10,7.433680407342713181e-12,2.543665690406260449e-13,6.778639505451451025e-15,1.406861771338595020e-16,2.273980094888142587e-18,2.862518609581133075e-20,2.806314483943380396e-22,2.142647587206588964e-24,1.274064827230761337e-26,5.900090597602050383e-29,2.127904794338742279e-31,5.976846944503999830e-34,1.307429941934007986e-36,2.227363909044296734e-39,2.955338461261039203e-42,2.802596928649634142e-45,2.802596928649634142e-45,2.955338461261039203e-42,2.227363909044296734e-39,1.307429941934007986e-36,5.976846944503999830e-34,2.127904794338742279e-31,5.900090597602050383e-29,1.274064827230761337e-26,2.142647587206588964e-24,2.806314483943380396e-22,2.862518609581133075e-20,2.273980094888142587e-18,1.406861771338595020e-16,6.778639505451451025e-15,2.543665690406260449e-13,7.433680407342713181e-12,1.691897871802794384e-10,2.998960857425458926e-09,4.139937814784389047e-08,4.450852486570511246e-07,3.726653176272520795e-06,2.430083077342715114e-05,1.234098017448559403e-04,4.880952474195510149e-04,1.503439154475927353e-03,3.606563201174139977e-03,6.737946998327970505e-03,9.803654626011848450e-03
4.393693432211875916e-02,3.877420723438262939e-02,2.664909698069095612e-02,1.426423434168100357e-02,5.946217570453882217e-03,1.930454163812100887e-03,4.880952474195510149e-04,9.611165296519175172e-05,1.473919928685063496e-05,1.760346322043915279e-06,1.637377096130876453e-07,1.186112008610962221e-08,6.691586174056851632e-10,2.940077695190446150e-11,1.006039327365593206e-12,2.681003951287251608e-14,5.564246251390592493e-16,8.993766055444109091e-18,1.132148016481521435e-19,1.109918862300608608e-21,8.474335118893098436e-24,5.039024060612558819e-26,2.333531109663676917e-28,8.416027036350620040e-31,2.363888833789888041e-33,5.170985945689300422e-36,8.809393116735144724e-39,1.168823049093329919e-41,1.261168617892335364e-44,1.261168617892335364e-44,1.168823049093329919e-41,8.809393116735144724e-39,5.170985945689300422e-36,2.363888833789888041e-33,8.416027036350620040e-31,2.333531109663676917e-28,5.039024060612558819e-26,8.474335118893098436e-24,1.109918862300608608e-21,1.132148016481521435e-19,8.993766055444109091e-18,5.564246251390592493e-16,2.681003951287251608e-14,1.006039327365593206e-12,2.940077695190446150e-11,6.691586174056851632e-10,1.186112008610962221e-08,1.637377096130876453e-07,1.760346322043915279e-06,1.473919928685063496e-05,9.611165296519175172e-05,4.880952474195510149e-04,1.930454163812100887e-03,5.946217570453882217e-03,1.426423434168100357e-02,2.664909698069095612e-02,3.877420723438262939e-02
1.353352814912796021e-01,1.194329708814620972e-01,8.208499848842620850e-02,4.393693432211875916e-02,1.831563934683799744e-02,5.946217570453882217e-03,1.503439154475927353e-03,2.960447163786739111e-04,4.539993096841499209e-05,5.422248250397387892e-06,5.043476676291902550e-07,3.653482139043262578e-08,2.061153692167749796e-09,9.056076721858374867e-11,3.098819161342913908e-12,8.258073180356442777e-14,1.713908382451861511e-15,2.770275020735005206e-17,3.487261630613439038e-19,3.418790786057081837e-21,2.610279046453539781e-23,1.552128697486325172e-25,7.187781923264560703e-28,2.592318820342967431e-30,7.281290454217599854e-33,1.592775760800154241e-35,2.713484435667518915e-38,3.600216014543320019e-41,3.783505853677006091e-44,3.783505853677006091e-44,3.600216014543320019e-41,2.713484435667518915e-38,1.592775760800154241e-35,7.281290454217599854e-33,2.592318820342967431e-30,7.187781923264560703e-28,1.552128697486325172e-25,2.610279046453539781e-23,3.418790786057081837e-21,3.487261630613439038e-19,2.770275020735005206e-17,1.713908382451861511e-15,8.258073180356442777e-14,3.098819161342913908e-12,9.056076721858374867e-11,2.061153692167749796e-09,3.653482139043262578e-08,5.043476676291902550e-07,5.422248250397387892e-06,4.539993096841499209e-05,2.960447163786739111e-04,1.503439154475927353e-03,5.946217570453882217e-03,1.831563934683799744e-02,4.393693432211875916e-02,8.208499848842620850e-02,1.194329708814620972e-01
3.246524631977081299e-01,2.865048050880432129e-01,1.969116777181625366e-01,1.053992211818695068e-01,4.393693432211875916e-02,1.426423434168100357e-02,3.606563201174139977e-03,7.101743831299245358e-04,1.089087672880850732e-04,1.300729763897834346e-05,1.209867150464560837e-06,8.764248349280023831e-08,4.944450626709340213e-09,2.172439866887643234e-10,7.433680407342713181e-12,1.981008808599540871e-13,4.111452609709695741e-15,6.645543894960402728e-17,8.365505526405103804e-19,8.201253435393185502e-21,6.261734265396859463e-23,3.723363075480119738e-25,1.724259271748637470e-27,6.218649491443251845e-30,1.746690712710647307e-32,3.820870344979068164e-35,6.509310505442868798e-38,8.636482695326712572e-41,8.968310171678829254e-44,8.968310171678829254e-44,8.636482695326712572e-41,6.509310505442868798e-38,3.820870344979068164e-35,1.746690712710647307e-32,6.218649491443251845e-30,1.724259271748637470e-27,3.723363075480119738e-25,6.261734265396859463e-23,8.201253435393185502e-21,8.365505526405103804e-19,6.645543894960402728e-17,4.111452609709695741e-15,1.981008808599540871e-13,7.433680407342713181e-12,2.172439866887643234e-10,4.944450626709340213e-09,8.764248349280023831e-08,1.209867150464560837e-06,1.300729763897834346e-05,1.089087672880850732e-04,7.101743831299245358e-04,3.606563201174139977e-03,1.426423434168100357e-02,4.393693432211875916e-02,1.053992211818695068e-01,1.969116777181625366e-01,2.865048050880432129e-01
6.065306663513183594e-01,5.352614521980285645e-01,3.678794503211975098e-01,1.969116777181625366e-01,8.208499848842620850e-02,2.664909698069095612e-02,6.737946998327970505e-03,1.326780417002737522e-03,2.034683711826801300e-04,2.430083077342715114e-05,2.260329438286134973e-06,1.637377096130876453e-07,9.237449916099649272e-09,4.058652025573650235e-10,1.388794374640456297e-11,3.701011665104697590e-13,7.681204779760690549e-15,1.241551115583301528e-16,1.562882183790473759e-18,1.532195857478636350e-20,1.169845886345185948e-22,6.956158205906580390e-25,3.221340276896228690e-27,1.161796700714302461e-29,3.263247843394710454e-32,7.138325476697024917e-35,1.216099271955580575e-37,1.613497090777524120e-40,1.667545172546532314e-43,1.667545172546532314e-43,1.613497090777524120e-40,1.216099271955580575e-37,7.138325476697024917e-35,3.263247843394710454e-32,1.161796700714302461e-29,3.221340276896228690e-27,6.956158205906580390e-25,1.169845886345185948e-22,1.532195857478636350e-20,1.562882183790473759e-18,1.241551115583301528e-16,7.681204779760690549e-15,3.701011665104697590e-13,1.388794374640456297e-11,4.058652025573650235e-10,9.237449916099649272e-09,1.637377096130876453e-07,2.260329438286134973e-06,2.430083077342715114e-05,2.034683711826801300e-04,1.326780417002737522e-03,6.737946998327970505e-03,2.664909698069095612e-02,8.208499848842620850e-02,1.969116777181625366e-01,3.678794503211975098e-01,5.352614521980285645e-01
8.824968934059143066e-01,7.788007855415344238e-01,5.352614521980285645e-01,2.865048050880432129e-01,1.194329708814620972e-01,3.877420723438262939e-02,9.803654626011848450e-03,1.930454163812100887e-03,2.960447163786739111e-04,3.535750147420912981e-05,3.288759899078286253e-06,2.382369643783022184e-07,1.344040967410364829e-08,5.905304023556823267e-10,2.020683967374203860e-11,5.384939998250015680e-13,1.117608728408740412e-14,1.806446255483360993e-16,2.273980094888142587e-18,2.229331722393537269e-20,1.702115708864514520e-22,1.012115049501026220e-24,4.687022460974485926e-27,1.690404209906198149e-29,4.747997713250254882e-32,1.038620316666643259e-34,1.769414077812966362e-37,2.347623343252652535e-40,2.424246343281933533e-43,2.424246343281933533e-43,2.347623343252652535e-40,1.769414077812966362e-37,1.038620316666643259e-34,4.747997713250254882e-32,1.690404209906198149e-29,4.687022460974485926e-27,1.012115049501026220e-24,1.702115708864514520e-22,2.229331722393537269e-20,2.273980094888142587e-18,1.806446255483360993e-16,1.117608728408740412e-14,5.384939998250015680e-13,2.020683967374203860e-11,5.905304023556823267e-10,1.344040967410364829e-08,2.382369643783022184e-07,3.288759899078286253e-06,3.535750147420912981e-05,2.960447163786739111e-04,1.930454163812100887e-03,9.803654626011848450e-03,3.877420723438262939e-02,1.194329708814620972e-01,2.865048050880432129e-01,5.352614521980285645e-01,7.788007855415344238e-01
